Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
1591416000000,2020-06-06 04:00:00,ZECUSD,52.51,53.57,51.92,53.04,1285.11697948
1591329600000,2020-06-05 04:00:00,ZECUSD,53.0,54.25,52.03,52.51,3970.62259059
1591243200000,2020-06-04 04:00:00,ZECUSD,53.11,54.11,51.05,53.0,3106.63263183
1591156800000,2020-06-03 04:00:00,ZECUSD,51.01,53.49,50.74,53.11,2851.23146323
1591070400000,2020-06-02 04:00:00,ZECUSD,54.09,55.42,50.0,51.01,5407.29531346
1590984000000,2020-06-01 04:00:00,ZECUSD,52.65,55.15,50.95,54.09,5051.02963294
1590897600000,2020-05-31 04:00:00,ZECUSD,53.24,55.54,50.78,52.65,4582.72362127
1590811200000,2020-05-30 04:00:00,ZECUSD,47.27,56.33,47.27,53.24,8863.10198572
1590724800000,2020-05-29 04:00:00,ZECUSD,47.52,47.65,46.21,47.27,1834.70518844
1590638400000,2020-05-28 04:00:00,ZECUSD,46.36,47.99,46.36,47.52,374.34043733
1590552000000,2020-05-27 04:00:00,ZECUSD,44.51,46.71,44.45,46.36,2343.11269071
1590465600000,2020-05-26 04:00:00,ZECUSD,45.82,45.82,44.0,44.51,905.90615648
1590379200000,2020-05-25 04:00:00,ZECUSD,45.25,46.01,44.92,45.82,1742.35192578
1590292800000,2020-05-24 04:00:00,ZECUSD,47.6,47.72,44.89,45.25,1848.584718
1590206400000,2020-05-23 04:00:00,ZECUSD,48.18,48.18,46.8,47.6,578.97894717
1590120000000,2020-05-22 04:00:00,ZECUSD,45.67,48.43,45.67,48.18,2398.41167049
1590033600000,2020-05-21 04:00:00,ZECUSD,47.8,47.95,44.67,45.67,3908.51529107
1589947200000,2020-05-20 04:00:00,ZECUSD,49.67,49.87,46.81,47.8,4286.49447847
1589860800000,2020-05-19 04:00:00,ZECUSD,46.52,50.42,46.52,49.67,5561.95485728
1589774400000,2020-05-18 04:00:00,ZECUSD,48.89,49.69,46.49,46.52,12283.06318683
1589688000000,2020-05-17 04:00:00,ZECUSD,44.89,49.29,44.4,48.89,8699.88990903
1589601600000,2020-05-16 04:00:00,ZECUSD,42.43,45.28,42.16,44.89,1693.5188048
1589515200000,2020-05-15 04:00:00,ZECUSD,42.63,43.23,41.28,42.43,4089.73125449
1589428800000,2020-05-14 04:00:00,ZECUSD,42.67,43.42,42.5,42.63,1262.26216766
1589342400000,2020-05-13 04:00:00,ZECUSD,42.21,43.29,41.6,42.67,1651.9905571
1589256000000,2020-05-12 04:00:00,ZECUSD,40.26,42.75,40.26,42.21,2712.32629569
1589169600000,2020-05-11 04:00:00,ZECUSD,40.98,42.58,37.5,40.26,6452.56125833
1589083200000,2020-05-10 04:00:00,ZECUSD,41.59,42.59,38.26,40.98,7721.02360986
1588996800000,2020-05-09 04:00:00,ZECUSD,46.77,46.77,38.6,41.59,6425.47209932
1588910400000,2020-05-08 04:00:00,ZECUSD,44.43,47.56,43.56,46.77,7169.97594768
1588824000000,2020-05-07 04:00:00,ZECUSD,43.29,45.06,42.72,44.43,4545.00527214
1588737600000,2020-05-06 04:00:00,ZECUSD,43.95,44.94,41.93,43.29,3326.5502141
1588651200000,2020-05-05 04:00:00,ZECUSD,43.93,44.99,43.31,43.95,1754.80454452
1588564800000,2020-05-04 04:00:00,ZECUSD,43.73,44.6,42.11,43.93,4801.62951217
1588478400000,2020-05-03 04:00:00,ZECUSD,46.64,46.87,43.12,43.73,4683.73185455
1588392000000,2020-05-02 04:00:00,ZECUSD,45.83,46.99,45.22,46.64,2621.317951
1588305600000,2020-05-01 04:00:00,ZECUSD,45.18,46.56,44.9,45.83,1779.85700744
1588219200000,2020-04-30 04:00:00,ZECUSD,48.96,48.99,44.0,45.18,5928.76075491
1588132800000,2020-04-29 04:00:00,ZECUSD,44.9,49.0,44.72,48.96,12650.62185441
1588046400000,2020-04-28 04:00:00,ZECUSD,43.71,45.66,43.25,44.9,3501.09783016
1587960000000,2020-04-27 04:00:00,ZECUSD,44.81,44.84,42.6,43.71,3229.08621566
1587873600000,2020-04-26 04:00:00,ZECUSD,44.89,45.5,44.0,44.81,2020.58569007
1587787200000,2020-04-25 04:00:00,ZECUSD,43.8,45.89,43.8,44.89,5343.80877303
1587700800000,2020-04-24 04:00:00,ZECUSD,44.98,45.37,43.5,43.8,5819.12645881
1587614400000,2020-04-23 04:00:00,ZECUSD,45.01,45.35,44.55,44.98,577.388213
1587528000000,2020-04-22 04:00:00,ZECUSD,42.98,45.95,42.72,45.01,12768.07525449
1587441600000,2020-04-21 04:00:00,ZECUSD,42.77,43.45,41.0,42.98,5291.43741875
1587355200000,2020-04-20 04:00:00,ZECUSD,47.7,48.54,41.13,42.77,15681.99455047
1587268800000,2020-04-19 04:00:00,ZECUSD,44.81,48.73,42.99,47.7,16237.42407126
1587182400000,2020-04-18 04:00:00,ZECUSD,41.51,44.84,40.78,44.81,3862.0967492
1587096000000,2020-04-17 04:00:00,ZECUSD,38.58,41.75,38.23,41.51,4652.59229381
1587009600000,2020-04-16 04:00:00,ZECUSD,34.77,40.0,34.77,38.58,15012.52493549
1586923200000,2020-04-15 04:00:00,ZECUSD,36.15,36.17,33.84,34.77,2984.73501782
1586836800000,2020-04-14 04:00:00,ZECUSD,36.21,36.32,35.19,36.15,3092.049549
1586750400000,2020-04-13 04:00:00,ZECUSD,35.18,36.23,34.9,36.21,1851.02373537
1586664000000,2020-04-12 04:00:00,ZECUSD,35.56,38.16,34.79,35.18,4018.246001
1586577600000,2020-04-11 04:00:00,ZECUSD,36.81,37.53,35.35,35.56,3858.0309138
1586491200000,2020-04-10 04:00:00,ZECUSD,37.92,38.44,34.55,36.81,15110.65849376
1586404800000,2020-04-09 04:00:00,ZECUSD,38.0,41.25,37.56,37.92,4158.178871
1586318400000,2020-04-08 04:00:00,ZECUSD,37.85,38.99,36.5,38.0,7990.25525127
1586232000000,2020-04-07 04:00:00,ZECUSD,37.28,38.31,35.5,37.85,10028.2914154
1586145600000,2020-04-06 04:00:00,ZECUSD,33.35,38.43,33.35,37.28,16511.37440598
1586059200000,2020-04-05 04:00:00,ZECUSD,33.12,33.48,32.0,33.35,1144.81507997
1585972800000,2020-04-04 04:00:00,ZECUSD,32.33,33.64,32.24,33.12,5667.68563224
1585886400000,2020-04-03 04:00:00,ZECUSD,32.51,33.32,31.71,32.33,4520.60418937
1585800000000,2020-04-02 04:00:00,ZECUSD,31.2,34.24,31.15,32.51,17189.97900823
1585713600000,2020-04-01 04:00:00,ZECUSD,30.99,31.66,29.88,31.2,5290.91823734
1585627200000,2020-03-31 04:00:00,ZECUSD,30.78,31.92,30.3,30.99,4670.52878737
1585540800000,2020-03-30 04:00:00,ZECUSD,28.87,31.64,28.87,30.78,6986.25351595
1585454400000,2020-03-29 04:00:00,ZECUSD,30.12,30.12,28.25,28.87,4187.73066258
1585368000000,2020-03-28 04:00:00,ZECUSD,29.66,30.75,29.19,30.12,2854.60553965
1585281600000,2020-03-27 04:00:00,ZECUSD,32.65,32.65,29.51,29.66,973.33971464
1585195200000,2020-03-26 04:00:00,ZECUSD,31.97,33.47,31.97,32.65,1186.97420393
1585108800000,2020-03-25 04:00:00,ZECUSD,31.74,32.97,31.1,31.97,8497.3578152
1585022400000,2020-03-24 04:00:00,ZECUSD,32.34,33.34,31.45,31.74,9048.55138691
1584936000000,2020-03-23 04:00:00,ZECUSD,30.51,33.26,29.66,32.34,13049.53982625
1584849600000,2020-03-22 04:00:00,ZECUSD,33.84,35.41,29.23,30.51,8298.14816106
1584763200000,2020-03-21 04:00:00,ZECUSD,33.79,34.45,32.1,33.84,7548.10222471
1584676800000,2020-03-20 04:00:00,ZECUSD,31.77,36.22,29.07,33.79,21276.94753294
1584590400000,2020-03-19 04:00:00,ZECUSD,28.86,34.69,28.82,31.77,22106.06686571
1584504000000,2020-03-18 04:00:00,ZECUSD,25.85,31.21,24.61,28.86,15121.14393111
1584417600000,2020-03-17 04:00:00,ZECUSD,25.74,26.24,24.17,25.85,4056.89880127
1584331200000,2020-03-16 04:00:00,ZECUSD,25.7,25.82,21.07,25.74,20377.78042529
1584244800000,2020-03-15 04:00:00,ZECUSD,24.94,27.74,24.94,25.7,12783.25473517
1584158400000,2020-03-14 04:00:00,ZECUSD,27.3,27.34,24.56,24.94,6916.58359261
1584072000000,2020-03-13 04:00:00,ZECUSD,25.38,29.5,25.38,27.3,1665.15699754
1583985600000,2020-03-12 04:00:00,ZECUSD,38.68,38.68,23.83,25.38,6717.015656
1583899200000,2020-03-11 04:00:00,ZECUSD,41.65,41.66,37.42,38.68,12411.48271127
1583812800000,2020-03-10 04:00:00,ZECUSD,41.94,42.63,40.32,41.65,5743.93278094
1583726400000,2020-03-09 04:00:00,ZECUSD,42.82,43.22,38.81,41.94,14656.21775599
1583640000000,2020-03-08 04:00:00,ZECUSD,49.36,50.63,42.07,42.82,7809.1899134
1583553600000,2020-03-07 04:00:00,ZECUSD,53.23,53.23,49.01,49.36,1831.86125613
1583467200000,2020-03-06 04:00:00,ZECUSD,51.96,53.64,51.36,53.23,4867.45296269
1583380800000,2020-03-05 04:00:00,ZECUSD,50.93,52.77,50.93,51.96,711.08647302
1583294400000,2020-03-04 04:00:00,ZECUSD,50.97,51.51,49.09,50.93,2704.98590367
1583208000000,2020-03-03 04:00:00,ZECUSD,51.96,52.03,49.85,50.97,2449.59000132
1583121600000,2020-03-02 04:00:00,ZECUSD,49.71,52.91,49.46,51.96,2218.41174779
1583035200000,2020-03-01 04:00:00,ZECUSD,50.85,50.87,48.15,49.71,1414.80908964
1582948800000,2020-02-29 04:00:00,ZECUSD,50.55,52.17,49.06,50.85,2449.87172919
1582862400000,2020-02-28 04:00:00,ZECUSD,52.96,52.96,48.58,50.55,2381.0712029
1582776000000,2020-02-27 04:00:00,ZECUSD,50.87,55.02,50.35,52.96,3771.29154555
1582689600000,2020-02-26 04:00:00,ZECUSD,53.94,55.08,48.06,50.87,3157.55314733
1582603200000,2020-02-25 04:00:00,ZECUSD,59.82,59.9,53.41,53.94,3304.94469071
1582516800000,2020-02-24 04:00:00,ZECUSD,61.64,62.64,58.88,59.82,1405.48352014
1582430400000,2020-02-23 04:00:00,ZECUSD,62.4,64.24,61.19,61.64,2386.63347053
1582344000000,2020-02-22 04:00:00,ZECUSD,61.43,62.4,60.04,62.4,1399.6528576
1582257600000,2020-02-21 04:00:00,ZECUSD,62.03,63.59,60.88,61.43,1410.81680618
1582171200000,2020-02-20 04:00:00,ZECUSD,62.23,62.91,60.12,62.03,59.709215
1582084800000,2020-02-19 04:00:00,ZECUSD,65.34,69.4,60.04,62.23,8021.81955981
1581998400000,2020-02-18 04:00:00,ZECUSD,64.23,66.6,60.43,65.34,5777.19886421
1581912000000,2020-02-17 04:00:00,ZECUSD,57.3,66.2,55.03,64.23,3893.72102638
1581825600000,2020-02-16 04:00:00,ZECUSD,66.0,66.23,54.77,57.3,6005.04462122
1581739200000,2020-02-15 04:00:00,ZECUSD,71.55,71.55,63.5,66.0,4440.03646245
1581652800000,2020-02-14 04:00:00,ZECUSD,71.91,73.11,70.7,71.55,6729.43244183
1581566400000,2020-02-13 04:00:00,ZECUSD,73.51,75.78,70.34,71.91,5248.27312609
1581480000000,2020-02-12 04:00:00,ZECUSD,73.73,75.75,72.51,73.51,10032.04491555
1581393600000,2020-02-11 04:00:00,ZECUSD,68.66,74.56,68.09,73.73,8152.08080824
1581307200000,2020-02-10 04:00:00,ZECUSD,70.37,70.55,67.92,68.66,5021.41978491
1581220800000,2020-02-09 04:00:00,ZECUSD,70.66,72.71,69.17,70.37,3545.84195246
1581134400000,2020-02-08 04:00:00,ZECUSD,66.89,71.8,66.89,70.66,7379.33133586
1581048000000,2020-02-07 04:00:00,ZECUSD,69.69,70.94,66.25,66.89,8984.32914524
1580961600000,2020-02-06 04:00:00,ZECUSD,72.5,72.5,69.69,69.69,247.335639
1580875200000,2020-02-05 04:00:00,ZECUSD,63.77,72.95,63.77,72.5,11127.57490852
1580788800000,2020-02-04 04:00:00,ZECUSD,64.5,65.17,62.8,63.77,2658.16893266
1580702400000,2020-02-03 04:00:00,ZECUSD,66.66,67.43,64.5,64.5,3817.17293752
1580616000000,2020-02-02 04:00:00,ZECUSD,64.15,68.21,63.8,66.66,3535.26712307
1580529600000,2020-02-01 04:00:00,ZECUSD,68.04,68.74,63.73,64.15,6052.03910495
1580443200000,2020-01-31 04:00:00,ZECUSD,66.72,69.06,62.47,68.04,9092.43693156
1580356800000,2020-01-30 04:00:00,ZECUSD,64.95,70.13,64.49,66.72,13546.09382071
1580270400000,2020-01-29 04:00:00,ZECUSD,59.4,66.16,57.96,64.95,15374.16942769
1580184000000,2020-01-28 04:00:00,ZECUSD,55.46,59.77,53.71,59.4,12884.192961
1580097600000,2020-01-27 04:00:00,ZECUSD,54.35,57.73,53.64,55.46,12055.01560425
1580011200000,2020-01-26 04:00:00,ZECUSD,49.87,55.04,49.41,54.35,6844.37822168
1579924800000,2020-01-25 04:00:00,ZECUSD,48.79,49.92,47.89,49.87,2893.13619014
1579838400000,2020-01-24 04:00:00,ZECUSD,47.07,50.52,46.0,48.79,6141.05012462
1579752000000,2020-01-23 04:00:00,ZECUSD,50.71,50.71,46.4,47.07,585.470661
1579665600000,2020-01-22 04:00:00,ZECUSD,52.68,53.89,50.11,50.71,4501.67475125
1579579200000,2020-01-21 04:00:00,ZECUSD,53.62,53.92,51.06,52.68,4728.14235477
1579492800000,2020-01-20 04:00:00,ZECUSD,50.06,55.93,49.0,53.62,8139.97941649
1579406400000,2020-01-19 04:00:00,ZECUSD,51.01,57.09,48.3,50.06,11260.83328555
1579320000000,2020-01-18 04:00:00,ZECUSD,58.7,59.48,48.07,51.01,18677.17995125
1579233600000,2020-01-17 04:00:00,ZECUSD,50.75,65.84,50.66,58.7,32706.57352844
1579147200000,2020-01-16 04:00:00,ZECUSD,48.9,51.94,48.39,50.75,12062.009317
1579060800000,2020-01-15 04:00:00,ZECUSD,51.2,56.85,45.63,48.9,50462.33738178
1578974400000,2020-01-14 04:00:00,ZECUSD,41.0,58.29,40.73,51.2,48379.26891352
1578888000000,2020-01-13 04:00:00,ZECUSD,34.77,41.0,34.53,41.0,26364.7858845
1578801600000,2020-01-12 04:00:00,ZECUSD,35.49,36.07,34.77,34.77,5997.39566939
1578715200000,2020-01-11 04:00:00,ZECUSD,34.4,36.7,33.32,35.49,13158.58294899
1578628800000,2020-01-10 04:00:00,ZECUSD,30.58,34.68,30.04,34.4,18523.45866258
1578542400000,2020-01-09 04:00:00,ZECUSD,30.41,30.88,30.41,30.58,4.86267899
1578456000000,2020-01-08 04:00:00,ZECUSD,31.98,32.39,30.03,30.41,3295.68673654
1578369600000,2020-01-07 04:00:00,ZECUSD,32.13,33.19,30.66,31.98,8605.77577793
1578283200000,2020-01-06 04:00:00,ZECUSD,31.52,33.29,31.41,32.13,6748.95914282
1578196800000,2020-01-05 04:00:00,ZECUSD,30.1,31.87,30.1,31.52,4382.34443341
1578110400000,2020-01-04 04:00:00,ZECUSD,28.21,30.39,27.95,30.1,3018.48111798
1578024000000,2020-01-03 04:00:00,ZECUSD,26.87,28.65,26.87,28.21,1166.05071687
1577937600000,2020-01-02 04:00:00,ZECUSD,27.7,27.7,26.59,26.87,1194.20269986
1577851200000,2020-01-01 04:00:00,ZECUSD,27.57,28.26,27.34,27.7,2630.301434
1577764800000,2019-12-31 04:00:00,ZECUSD,28.07,28.28,27.23,27.57,3650.80654667
1577678400000,2019-12-30 04:00:00,ZECUSD,28.73,29.04,28.07,28.07,1485.35196744
1577592000000,2019-12-29 04:00:00,ZECUSD,28.15,29.49,27.98,28.73,2494.94979024
1577505600000,2019-12-28 04:00:00,ZECUSD,27.77,28.42,27.75,28.15,1170.2936567900001
1577419200000,2019-12-27 04:00:00,ZECUSD,27.54,28.0,27.16,27.77,1293.96854785
1577332800000,2019-12-26 04:00:00,ZECUSD,27.19,28.46,27.1,27.54,823.516773
1577246400000,2019-12-25 04:00:00,ZECUSD,27.93,27.95,27.1,27.19,2301.44276859
1577160000000,2019-12-24 04:00:00,ZECUSD,28.29,28.53,27.82,27.93,1953.94200177
1577073600000,2019-12-23 04:00:00,ZECUSD,29.35,29.54,28.07,28.29,1625.9743229
1576987200000,2019-12-22 04:00:00,ZECUSD,28.35,29.83,28.31,29.35,1639.76190556
1576900800000,2019-12-21 04:00:00,ZECUSD,28.15,28.55,27.77,28.35,965.83280678
1576814400000,2019-12-20 04:00:00,ZECUSD,28.14,28.64,27.88,28.15,2665.07896654
1576728000000,2019-12-19 04:00:00,ZECUSD,29.15,29.15,29.15,29.15,0.0
1576641600000,2019-12-18 04:00:00,ZECUSD,28.82,29.88,26.55,29.15,7813.96256902
1576555200000,2019-12-17 04:00:00,ZECUSD,29.23,31.44,26.79,28.82,6785.33991956
1576468800000,2019-12-16 04:00:00,ZECUSD,32.58,32.58,32.58,32.58,0.0
1576382400000,2019-12-15 04:00:00,ZECUSD,31.87,33.49,31.5,32.58,3765.23742126
1576296000000,2019-12-14 04:00:00,ZECUSD,32.83,33.1,30.6,31.87,3247.74984685
1576209600000,2019-12-13 04:00:00,ZECUSD,31.28,33.1,31.28,32.83,74.134535
1576123200000,2019-12-12 04:00:00,ZECUSD,31.28,31.28,31.28,31.28,0.0
1576036800000,2019-12-11 04:00:00,ZECUSD,30.19,32.14,30.0,31.28,4477.58021684
1575950400000,2019-12-10 04:00:00,ZECUSD,30.15,30.67,29.59,30.19,1743.68539962
1575864000000,2019-12-09 04:00:00,ZECUSD,29.22,32.25,29.09,30.15,9927.64067855
1575777600000,2019-12-08 04:00:00,ZECUSD,29.12,29.73,29.03,29.22,705.28862431
1575691200000,2019-12-07 04:00:00,ZECUSD,29.43,30.19,29.09,29.12,1091.86238934
1575604800000,2019-12-06 04:00:00,ZECUSD,29.7,29.78,28.3,29.43,5201.95568293
1575518400000,2019-12-05 04:00:00,ZECUSD,26.88,26.88,26.88,26.88,0.0
1575432000000,2019-12-04 04:00:00,ZECUSD,26.72,28.95,26.53,26.88,6423.5305921
1575345600000,2019-12-03 04:00:00,ZECUSD,27.7,27.72,26.45,26.72,2539.98911996
1575259200000,2019-12-02 04:00:00,ZECUSD,28.0,28.31,27.33,27.7,3133.64010615
1575172800000,2019-12-01 04:00:00,ZECUSD,27.86,28.33,27.38,28.0,402.56159983
1575086400000,2019-11-30 04:00:00,ZECUSD,29.3,29.44,27.78,27.86,597.94903892
1575000000000,2019-11-29 04:00:00,ZECUSD,28.96,29.83,28.56,29.3,1542.18509241
1574913600000,2019-11-28 04:00:00,ZECUSD,28.46,29.47,28.27,28.96,1651.05912124
1574827200000,2019-11-27 04:00:00,ZECUSD,27.96,29.56,27.0,28.46,3577.1034721
1574740800000,2019-11-26 04:00:00,ZECUSD,28.09,28.46,27.12,27.96,2370.19047331
1574654400000,2019-11-25 04:00:00,ZECUSD,26.34,29.61,25.3,28.09,8139.54020259
1574568000000,2019-11-24 04:00:00,ZECUSD,29.18,29.46,26.12,26.34,3835.56665794
1574481600000,2019-11-23 04:00:00,ZECUSD,29.46,30.05,29.0,29.18,1001.26397923
1574395200000,2019-11-22 04:00:00,ZECUSD,31.48,33.34,27.76,29.46,9298.50682489
1574308800000,2019-11-21 04:00:00,ZECUSD,33.74,33.74,33.74,33.74,0.0
1574222400000,2019-11-20 04:00:00,ZECUSD,34.18,34.5,33.5,33.74,5228.94595674
1574136000000,2019-11-19 04:00:00,ZECUSD,34.18,34.18,34.18,34.18,0.0
1574049600000,2019-11-18 04:00:00,ZECUSD,35.66,35.93,33.89,34.18,2754.734276
1573963200000,2019-11-17 04:00:00,ZECUSD,35.72,36.3,35.24,35.66,814.72025395
1573876800000,2019-11-16 04:00:00,ZECUSD,35.93,36.18,35.71,35.72,707.7515551
1573790400000,2019-11-15 04:00:00,ZECUSD,35.78,36.42,34.93,35.93,2586.70690503
1573704000000,2019-11-14 04:00:00,ZECUSD,36.82,36.82,35.15,35.78,4012.14728039
1573617600000,2019-11-13 04:00:00,ZECUSD,36.54,37.2,33.0,36.82,5815.34282772
1573531200000,2019-11-12 04:00:00,ZECUSD,36.81,36.81,36.81,36.81,0.0
1573444800000,2019-11-11 04:00:00,ZECUSD,37.65,37.65,36.33,36.81,1946.79128077
1573358400000,2019-11-10 04:00:00,ZECUSD,36.39,38.5,36.25,37.65,3268.09032942
1573272000000,2019-11-09 04:00:00,ZECUSD,36.92,37.19,34.94,36.39,5628.83815478
1573185600000,2019-11-08 04:00:00,ZECUSD,38.87,38.87,35.95,36.92,3837.32193868
1573099200000,2019-11-07 04:00:00,ZECUSD,38.63,39.1,38.25,38.87,3213.21326309
1573012800000,2019-11-06 04:00:00,ZECUSD,38.41,39.61,38.41,38.63,2510.905975
1572926400000,2019-11-05 04:00:00,ZECUSD,37.75,39.32,37.17,38.41,3626.44788732
1572840000000,2019-11-04 04:00:00,ZECUSD,36.95,38.5,36.83,37.75,2751.14856451
1572753600000,2019-11-03 04:00:00,ZECUSD,37.6,37.64,36.78,36.95,674.42859497
1572667200000,2019-11-02 04:00:00,ZECUSD,37.76,38.03,37.45,37.6,509.15231815
1572580800000,2019-11-01 04:00:00,ZECUSD,37.1,37.99,36.86,37.76,2409.41852265
1572494400000,2019-10-31 04:00:00,ZECUSD,38.51,38.53,37.04,37.1,2633.38244579
1572408000000,2019-10-30 04:00:00,ZECUSD,39.45,39.65,37.49,38.51,5783.684343
1572321600000,2019-10-29 04:00:00,ZECUSD,38.11,39.72,37.84,39.45,11696.82707425
1572235200000,2019-10-28 04:00:00,ZECUSD,40.55,42.35,37.38,38.11,12417.16769131
1572148800000,2019-10-27 04:00:00,ZECUSD,35.73,42.0,35.43,40.55,25242.98450451
1572062400000,2019-10-26 04:00:00,ZECUSD,37.63,38.49,35.3,35.73,17980.41617718
1571976000000,2019-10-25 04:00:00,ZECUSD,32.55,39.5,32.55,37.63,22853.32955712
1571889600000,2019-10-24 04:00:00,ZECUSD,32.55,32.55,32.55,32.55,0.0
1571803200000,2019-10-23 04:00:00,ZECUSD,34.74,35.21,31.84,32.55,10562.76993092
1571716800000,2019-10-22 04:00:00,ZECUSD,36.68,36.89,34.7,34.74,2388.46602357
1571630400000,2019-10-21 04:00:00,ZECUSD,36.49,37.06,36.04,36.68,2545.29916325
1571544000000,2019-10-20 04:00:00,ZECUSD,35.73,36.81,35.68,36.49,776.04512022
1571457600000,2019-10-19 04:00:00,ZECUSD,35.91,36.63,35.52,35.73,1903.82263054
1571371200000,2019-10-18 04:00:00,ZECUSD,36.47,36.49,35.5,35.91,1882.39545734
1571284800000,2019-10-17 04:00:00,ZECUSD,35.79,36.81,35.63,36.47,3447.06437337
1571198400000,2019-10-16 04:00:00,ZECUSD,36.68,36.92,35.32,35.79,3736.75996256
1571112000000,2019-10-15 04:00:00,ZECUSD,36.89,37.61,36.5,36.68,1853.46261648
1571025600000,2019-10-14 04:00:00,ZECUSD,37.16,37.42,36.59,36.89,1398.89563594
1570939200000,2019-10-13 04:00:00,ZECUSD,36.69,37.5,36.3,37.16,1329.689063
1570852800000,2019-10-12 04:00:00,ZECUSD,36.43,37.22,35.97,36.69,3818.65150332
1570766400000,2019-10-11 04:00:00,ZECUSD,37.68,38.49,35.98,36.43,4548.55703215
1570680000000,2019-10-10 04:00:00,ZECUSD,38.02,38.02,37.11,37.68,2537.2932527
1570593600000,2019-10-09 04:00:00,ZECUSD,36.45,38.3,36.23,38.02,2362.75849746
1570507200000,2019-10-08 04:00:00,ZECUSD,37.66,37.69,36.06,36.45,1498.862574
1570420800000,2019-10-07 04:00:00,ZECUSD,36.35,38.22,36.2,37.66,2879.65186238
1570334400000,2019-10-06 04:00:00,ZECUSD,36.62,36.96,35.19,36.35,5385.624143
1570248000000,2019-10-05 04:00:00,ZECUSD,37.09,37.12,36.06,36.62,1619.855054
1570161600000,2019-10-04 04:00:00,ZECUSD,36.83,37.62,36.11,37.09,1965.22586204
1570075200000,2019-10-03 04:00:00,ZECUSD,38.13,38.13,38.13,38.13,0.0
1569988800000,2019-10-02 04:00:00,ZECUSD,38.28,38.5,37.39,38.13,3213.8927143
1569902400000,2019-10-01 04:00:00,ZECUSD,39.11,39.35,37.97,38.28,3389.99875894
1569816000000,2019-09-30 04:00:00,ZECUSD,37.54,40.13,36.37,39.11,5129.8651207
1569729600000,2019-09-29 04:00:00,ZECUSD,38.59,38.61,36.47,37.54,2861.185796
1569643200000,2019-09-28 04:00:00,ZECUSD,37.36,41.17,37.28,38.59,3922.37155603
1569556800000,2019-09-27 04:00:00,ZECUSD,35.58,38.2,34.77,37.36,4547.80011167
1569470400000,2019-09-26 04:00:00,ZECUSD,37.76,37.93,32.5,35.58,8345.78773853
1569384000000,2019-09-25 04:00:00,ZECUSD,36.5,38.83,33.72,37.76,13125.08595473
1569297600000,2019-09-24 04:00:00,ZECUSD,44.58,45.91,30.0,36.5,10818.64192617
1569211200000,2019-09-23 04:00:00,ZECUSD,45.77,45.93,43.49,44.58,3550.87002833
1569124800000,2019-09-22 04:00:00,ZECUSD,46.32,47.1,45.67,45.77,508.56440581
1569038400000,2019-09-21 04:00:00,ZECUSD,49.04,49.13,46.09,46.32,2234.62911826
1568952000000,2019-09-20 04:00:00,ZECUSD,49.52,49.86,48.0,49.04,2147.48092301
1568865600000,2019-09-19 04:00:00,ZECUSD,48.98,48.98,48.98,48.98,0.0
1568779200000,2019-09-18 04:00:00,ZECUSD,51.22,53.45,48.25,48.98,5283.48726461
1568692800000,2019-09-17 04:00:00,ZECUSD,48.52,51.73,47.67,51.22,5736.42325536
1568606400000,2019-09-16 04:00:00,ZECUSD,48.5,50.31,47.5,48.52,3909.53842424
1568520000000,2019-09-15 04:00:00,ZECUSD,46.5,48.57,46.12,48.5,1138.32768815
1568433600000,2019-09-14 04:00:00,ZECUSD,44.71,47.0,44.57,46.5,1383.7507293
1568347200000,2019-09-13 04:00:00,ZECUSD,44.72,44.92,43.87,44.71,1360.679765
1568260800000,2019-09-12 04:00:00,ZECUSD,44.05,44.81,43.5,44.72,1657.37689023
1568174400000,2019-09-11 04:00:00,ZECUSD,45.17,45.17,43.72,44.05,4130.28614162
1568088000000,2019-09-10 04:00:00,ZECUSD,46.59,46.59,44.42,45.17,2348.40011934
1568001600000,2019-09-09 04:00:00,ZECUSD,47.08,47.61,45.47,46.59,1721.87647844
1567915200000,2019-09-08 04:00:00,ZECUSD,48.42,48.65,47.05,47.08,1254.57884362
1567828800000,2019-09-07 04:00:00,ZECUSD,45.32,48.49,45.14,48.42,759.61326727
1567742400000,2019-09-06 04:00:00,ZECUSD,45.16,45.97,45.16,45.32,37.450682
1567656000000,2019-09-05 04:00:00,ZECUSD,45.15,45.24,44.5,45.16,1232.827905
1567569600000,2019-09-04 04:00:00,ZECUSD,45.46,46.12,44.61,45.15,2156.426323
1567483200000,2019-09-03 04:00:00,ZECUSD,46.51,47.62,44.97,45.46,2242.45154357
1567396800000,2019-09-02 04:00:00,ZECUSD,45.29,47.6,44.79,46.51,2592.47784301
1567310400000,2019-09-01 04:00:00,ZECUSD,45.25,45.83,44.57,45.29,615.86281
1567224000000,2019-08-31 04:00:00,ZECUSD,44.91,45.4,44.04,45.25,781.17699132
1567137600000,2019-08-30 04:00:00,ZECUSD,44.08,45.2,43.7,44.91,1149.60364111
1567051200000,2019-08-29 04:00:00,ZECUSD,45.99,45.99,43.8,44.08,1871.772589
1566964800000,2019-08-28 04:00:00,ZECUSD,49.68,50.41,45.4,45.99,4013.68613531
1566878400000,2019-08-27 04:00:00,ZECUSD,50.22,51.01,49.68,49.68,991.486578
1566792000000,2019-08-26 04:00:00,ZECUSD,51.55,52.41,50.07,50.22,3013.44928312
